photo_id	image	entity	hard	photo_url	taxon	source_split	selection_group	target_label	needs_bbox_markup
554442252	https://inaturalist-open-data.s3.amazonaws.com/photos/554442252/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/554442252/original.jpg	shrub	train	negative	negative	False
624318601	https://inaturalist-open-data.s3.amazonaws.com/photos/624318601/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624318601/original.jpg	beetle	train	negative	negative	False
619990290	https://inaturalist-open-data.s3.amazonaws.com/photos/619990290/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/619990290/original.jpg	butterfly	train	positive	butterfly	True
624399610	https://inaturalist-open-data.s3.amazonaws.com/photos/624399610/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624399610/original.jpg	beetle	train	negative	negative	False
603043120	https://inaturalist-open-data.s3.amazonaws.com/photos/603043120/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/603043120/original.jpg	shrub	train	negative	negative	False
620561664	https://inaturalist-open-data.s3.amazonaws.com/photos/620561664/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620561664/original.jpg	butterfly	train	positive	butterfly	True
581517295	https://inaturalist-open-data.s3.amazonaws.com/photos/581517295/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/581517295/original.jpg	shrub	train	negative	negative	False
621166252	https://inaturalist-open-data.s3.amazonaws.com/photos/621166252/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621166252/original.jpg	butterfly	train	positive	butterfly	True
623650479	https://inaturalist-open-data.s3.amazonaws.com/photos/623650479/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623650479/original.jpg	bee	train	negative	negative	False
624039685	https://inaturalist-open-data.s3.amazonaws.com/photos/624039685/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624039685/original.jpg	butterfly	train	positive	butterfly	True
531018725	https://inaturalist-open-data.s3.amazonaws.com/photos/531018725/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/531018725/original.jpg	shrub	train	negative	negative	False
623551301	https://inaturalist-open-data.s3.amazonaws.com/photos/623551301/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623551301/original.jpg	bee	train	negative	negative	False
622958933	https://inaturalist-open-data.s3.amazonaws.com/photos/622958933/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622958933/original.jpg	butterfly	train	positive	butterfly	True
581477097	https://inaturalist-open-data.s3.amazonaws.com/photos/581477097/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/581477097/original.jpg	shrub	train	negative	negative	False
624455343	https://inaturalist-open-data.s3.amazonaws.com/photos/624455343/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624455343/original.jpg	butterfly	train	positive	butterfly	True
623749247	https://inaturalist-open-data.s3.amazonaws.com/photos/623749247/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/623749247/original.jpg	bee	train	negative	negative	False
622481130	https://inaturalist-open-data.s3.amazonaws.com/photos/622481130/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/622481130/original.jpg	butterfly	train	positive	butterfly	True
624326157	https://inaturalist-open-data.s3.amazonaws.com/photos/624326157/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624326157/original.jpg	butterfly	train	positive	butterfly	True
619697332	https://inaturalist-open-data.s3.amazonaws.com/photos/619697332/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/619697332/original.jpg	butterfly	train	positive	butterfly	True
519734691	https://inaturalist-open-data.s3.amazonaws.com/photos/519734691/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/519734691/original.jpg	shrub	train	negative	negative	False
621796912	https://inaturalist-open-data.s3.amazonaws.com/photos/621796912/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621796912/original.jpg	butterfly	train	positive	butterfly	True
621898411	https://inaturalist-open-data.s3.amazonaws.com/photos/621898411/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621898411/original.jpg	butterfly	train	positive	butterfly	True
622057778	https://inaturalist-open-data.s3.amazonaws.com/photos/622057778/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622057778/original.jpg	butterfly	train	positive	butterfly	True
620563175	https://inaturalist-open-data.s3.amazonaws.com/photos/620563175/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620563175/original.jpg	butterfly	train	positive	butterfly	True
623181294	https://inaturalist-open-data.s3.amazonaws.com/photos/623181294/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623181294/original.jpg	bee	train	negative	negative	False
624929759	https://inaturalist-open-data.s3.amazonaws.com/photos/624929759/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624929759/original.jpg	flower	train	negative	negative	False
623278001	https://inaturalist-open-data.s3.amazonaws.com/photos/623278001/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623278001/original.jpg	butterfly	train	positive	butterfly	True
620147134	https://inaturalist-open-data.s3.amazonaws.com/photos/620147134/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620147134/original.jpg	butterfly	train	positive	butterfly	True
623381313	https://inaturalist-open-data.s3.amazonaws.com/photos/623381313/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623381313/original.jpg	butterfly	train	positive	butterfly	True
624676790	https://inaturalist-open-data.s3.amazonaws.com/photos/624676790/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624676790/original.jpg	butterfly	train	positive	butterfly	True
623308699	https://inaturalist-open-data.s3.amazonaws.com/photos/623308699/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623308699/original.jpg	butterfly	train	positive	butterfly	True
623143440	https://inaturalist-open-data.s3.amazonaws.com/photos/623143440/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623143440/original.jpg	butterfly	train	positive	butterfly	True
623416806	https://inaturalist-open-data.s3.amazonaws.com/photos/623416806/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623416806/original.jpg	butterfly	train	positive	butterfly	True
547312880	https://inaturalist-open-data.s3.amazonaws.com/photos/547312880/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/547312880/original.jpg	shrub	train	negative	negative	False
624934078	https://inaturalist-open-data.s3.amazonaws.com/photos/624934078/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624934078/original.jpg	flower	train	negative	negative	False
546694095	https://inaturalist-open-data.s3.amazonaws.com/photos/546694095/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/546694095/original.jpg	shrub	train	negative	negative	False
621042928	https://inaturalist-open-data.s3.amazonaws.com/photos/621042928/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621042928/original.jpg	butterfly	train	positive	butterfly	True
621899308	https://inaturalist-open-data.s3.amazonaws.com/photos/621899308/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621899308/original.jpg	butterfly	train	positive	butterfly	True
624200769	https://inaturalist-open-data.s3.amazonaws.com/photos/624200769/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624200769/original.jpg	bee	train	negative	negative	False
517347759	https://inaturalist-open-data.s3.amazonaws.com/photos/517347759/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/517347759/original.jpg	shrub	train	negative	negative	False
581495828	https://inaturalist-open-data.s3.amazonaws.com/photos/581495828/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/581495828/original.jpg	shrub	train	negative	negative	False
621545686	https://inaturalist-open-data.s3.amazonaws.com/photos/621545686/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621545686/original.jpg	butterfly	train	positive	butterfly	True
624951676	https://inaturalist-open-data.s3.amazonaws.com/photos/624951676/original.jpg	beetle	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624951676/original.jpg	beetle	train	negative	negative	False
624425518	https://inaturalist-open-data.s3.amazonaws.com/photos/624425518/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624425518/original.jpg	butterfly	train	positive	butterfly	True
624457920	https://inaturalist-open-data.s3.amazonaws.com/photos/624457920/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624457920/original.jpg	butterfly	train	positive	butterfly	True
620854447	https://inaturalist-open-data.s3.amazonaws.com/photos/620854447/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620854447/original.jpg	butterfly	train	positive	butterfly	True
622867743	https://inaturalist-open-data.s3.amazonaws.com/photos/622867743/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622867743/original.jpg	butterfly	train	positive	butterfly	True
624908337	https://inaturalist-open-data.s3.amazonaws.com/photos/624908337/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624908337/original.jpg	flower	train	negative	negative	False
624913522	https://inaturalist-open-data.s3.amazonaws.com/photos/624913522/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624913522/original.jpg	flower	train	negative	negative	False
623742673	https://inaturalist-open-data.s3.amazonaws.com/photos/623742673/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623742673/original.jpg	butterfly	train	positive	butterfly	True
624714983	https://inaturalist-open-data.s3.amazonaws.com/photos/624714983/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624714983/original.jpg	beetle	train	negative	negative	False
624314092	https://inaturalist-open-data.s3.amazonaws.com/photos/624314092/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624314092/original.jpg	butterfly	train	positive	butterfly	True
620400992	https://inaturalist-open-data.s3.amazonaws.com/photos/620400992/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620400992/original.jpg	butterfly	train	positive	butterfly	True
622297069	https://inaturalist-open-data.s3.amazonaws.com/photos/622297069/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622297069/original.jpg	butterfly	train	positive	butterfly	True
553333163	https://inaturalist-open-data.s3.amazonaws.com/photos/553333163/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/553333163/original.jpg	shrub	train	negative	negative	False
624458309	https://inaturalist-open-data.s3.amazonaws.com/photos/624458309/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624458309/original.jpg	butterfly	train	positive	butterfly	True
623925274	https://inaturalist-open-data.s3.amazonaws.com/photos/623925274/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623925274/original.jpg	bee	train	negative	negative	False
624328634	https://inaturalist-open-data.s3.amazonaws.com/photos/624328634/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624328634/original.jpg	butterfly	train	positive	butterfly	True
623281875	https://inaturalist-open-data.s3.amazonaws.com/photos/623281875/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623281875/original.jpg	butterfly	train	positive	butterfly	True
623425706	https://inaturalist-open-data.s3.amazonaws.com/photos/623425706/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623425706/original.jpg	bee	train	negative	negative	False
624529916	https://inaturalist-open-data.s3.amazonaws.com/photos/624529916/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624529916/original.jpg	butterfly	train	positive	butterfly	True
624933927	https://inaturalist-open-data.s3.amazonaws.com/photos/624933927/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624933927/original.jpg	flower	train	negative	negative	False
624490518	https://inaturalist-open-data.s3.amazonaws.com/photos/624490518/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624490518/original.jpg	bee	train	negative	negative	False
624954214	https://inaturalist-open-data.s3.amazonaws.com/photos/624954214/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624954214/original.jpg	flower	train	negative	negative	False
623281625	https://inaturalist-open-data.s3.amazonaws.com/photos/623281625/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623281625/original.jpg	butterfly	train	positive	butterfly	True
619993660	https://inaturalist-open-data.s3.amazonaws.com/photos/619993660/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/619993660/original.jpg	butterfly	train	positive	butterfly	True
624319185	https://inaturalist-open-data.s3.amazonaws.com/photos/624319185/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624319185/original.jpg	butterfly	train	positive	butterfly	True
624564239	https://inaturalist-open-data.s3.amazonaws.com/photos/624564239/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624564239/original.jpg	beetle	train	negative	negative	False
624314806	https://inaturalist-open-data.s3.amazonaws.com/photos/624314806/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624314806/original.jpg	butterfly	train	positive	butterfly	True
621611598	https://inaturalist-open-data.s3.amazonaws.com/photos/621611598/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621611598/original.jpg	butterfly	train	positive	butterfly	True
623174672	https://inaturalist-open-data.s3.amazonaws.com/photos/623174672/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623174672/original.jpg	butterfly	train	positive	butterfly	True
537260219	https://inaturalist-open-data.s3.amazonaws.com/photos/537260219/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/537260219/original.jpg	shrub	train	negative	negative	False
531221792	https://inaturalist-open-data.s3.amazonaws.com/photos/531221792/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/531221792/original.jpg	shrub	train	negative	negative	False
624952383	https://inaturalist-open-data.s3.amazonaws.com/photos/624952383/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624952383/original.jpg	flower	train	negative	negative	False
624779830	https://inaturalist-open-data.s3.amazonaws.com/photos/624779830/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624779830/original.jpg	bee	train	negative	negative	False
622965192	https://inaturalist-open-data.s3.amazonaws.com/photos/622965192/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622965192/original.jpg	butterfly	train	positive	butterfly	True
624329882	https://inaturalist-open-data.s3.amazonaws.com/photos/624329882/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624329882/original.jpg	butterfly	train	positive	butterfly	True
622384748	https://inaturalist-open-data.s3.amazonaws.com/photos/622384748/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/622384748/original.jpg	butterfly	train	positive	butterfly	True
521669443	https://inaturalist-open-data.s3.amazonaws.com/photos/521669443/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/521669443/original.jpg	shrub	train	negative	negative	False
621891954	https://inaturalist-open-data.s3.amazonaws.com/photos/621891954/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621891954/original.jpg	butterfly	train	positive	butterfly	True
622402627	https://inaturalist-open-data.s3.amazonaws.com/photos/622402627/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622402627/original.jpg	butterfly	train	positive	butterfly	True
622640538	https://inaturalist-open-data.s3.amazonaws.com/photos/622640538/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622640538/original.jpg	butterfly	train	positive	butterfly	True
623023650	https://inaturalist-open-data.s3.amazonaws.com/photos/623023650/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623023650/original.jpg	bee	train	negative	negative	False
623845242	https://inaturalist-open-data.s3.amazonaws.com/photos/623845242/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623845242/original.jpg	butterfly	train	positive	butterfly	True
624792137	https://inaturalist-open-data.s3.amazonaws.com/photos/624792137/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624792137/original.jpg	butterfly	train	positive	butterfly	True
622578943	https://inaturalist-open-data.s3.amazonaws.com/photos/622578943/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622578943/original.jpg	butterfly	train	positive	butterfly	True
624916250	https://inaturalist-open-data.s3.amazonaws.com/photos/624916250/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624916250/original.jpg	flower	train	negative	negative	False
535420693	https://inaturalist-open-data.s3.amazonaws.com/photos/535420693/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/535420693/original.jpg	shrub	train	negative	negative	False
624882867	https://inaturalist-open-data.s3.amazonaws.com/photos/624882867/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624882867/original.jpg	butterfly	train	positive	butterfly	True
624547959	https://inaturalist-open-data.s3.amazonaws.com/photos/624547959/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624547959/original.jpg	bee	train	negative	negative	False
539791199	https://inaturalist-open-data.s3.amazonaws.com/photos/539791199/original.jpg	shrub	True	https://inaturalist-open-data.s3.amazonaws.com/photos/539791199/original.jpg	shrub	train	negative	negative	False
623144922	https://inaturalist-open-data.s3.amazonaws.com/photos/623144922/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623144922/original.jpg	bee	train	negative	negative	False
624900036	https://inaturalist-open-data.s3.amazonaws.com/photos/624900036/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624900036/original.jpg	bee	train	negative	negative	False
624914700	https://inaturalist-open-data.s3.amazonaws.com/photos/624914700/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624914700/original.jpg	bee	train	negative	negative	False
624130815	https://inaturalist-open-data.s3.amazonaws.com/photos/624130815/original.jpg	bee	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624130815/original.jpg	bee	train	negative	negative	False
624832206	https://inaturalist-open-data.s3.amazonaws.com/photos/624832206/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624832206/original.jpg	beetle	train	negative	negative	False
621691291	https://inaturalist-open-data.s3.amazonaws.com/photos/621691291/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/621691291/original.jpg	butterfly	train	positive	butterfly	True
624149696	https://inaturalist-open-data.s3.amazonaws.com/photos/624149696/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624149696/original.jpg	butterfly	train	positive	butterfly	True
620182211	https://inaturalist-open-data.s3.amazonaws.com/photos/620182211/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620182211/original.jpg	butterfly	train	positive	butterfly	True
620257970	https://inaturalist-open-data.s3.amazonaws.com/photos/620257970/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620257970/original.jpg	butterfly	train	positive	butterfly	True
624399696	https://inaturalist-open-data.s3.amazonaws.com/photos/624399696/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624399696/original.jpg	beetle	train	negative	negative	False
620103277	https://inaturalist-open-data.s3.amazonaws.com/photos/620103277/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620103277/original.jpg	butterfly	train	positive	butterfly	True
623330635	https://inaturalist-open-data.s3.amazonaws.com/photos/623330635/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/623330635/original.jpg	butterfly	train	positive	butterfly	True
620681573	https://inaturalist-open-data.s3.amazonaws.com/photos/620681573/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620681573/original.jpg	butterfly	train	positive	butterfly	True
622591605	https://inaturalist-open-data.s3.amazonaws.com/photos/622591605/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/622591605/original.jpg	butterfly	train	positive	butterfly	True
624352107	https://inaturalist-open-data.s3.amazonaws.com/photos/624352107/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624352107/original.jpg	beetle	train	negative	negative	False
624941474	https://inaturalist-open-data.s3.amazonaws.com/photos/624941474/original.jpg	flower	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624941474/original.jpg	flower	train	negative	negative	False
624200719	https://inaturalist-open-data.s3.amazonaws.com/photos/624200719/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624200719/original.jpg	bee	train	negative	negative	False
624092991	https://inaturalist-open-data.s3.amazonaws.com/photos/624092991/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624092991/original.jpg	butterfly	train	positive	butterfly	True
624656680	https://inaturalist-open-data.s3.amazonaws.com/photos/624656680/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624656680/original.jpg	butterfly	train	positive	butterfly	True
624348329	https://inaturalist-open-data.s3.amazonaws.com/photos/624348329/original.jpg	beetle	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624348329/original.jpg	beetle	train	negative	negative	False
619697330	https://inaturalist-open-data.s3.amazonaws.com/photos/619697330/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/619697330/original.jpg	butterfly	train	positive	butterfly	True
624569326	https://inaturalist-open-data.s3.amazonaws.com/photos/624569326/original.jpg	beetle	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624569326/original.jpg	beetle	train	negative	negative	False
622374309	https://inaturalist-open-data.s3.amazonaws.com/photos/622374309/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/622374309/original.jpg	butterfly	train	positive	butterfly	True
624963712	https://inaturalist-open-data.s3.amazonaws.com/photos/624963712/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624963712/original.jpg	beetle	train	negative	negative	False
624459114	https://inaturalist-open-data.s3.amazonaws.com/photos/624459114/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624459114/original.jpg	beetle	train	negative	negative	False
622396907	https://inaturalist-open-data.s3.amazonaws.com/photos/622396907/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622396907/original.jpg	butterfly	train	positive	butterfly	True
623763164	https://inaturalist-open-data.s3.amazonaws.com/photos/623763164/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623763164/original.jpg	butterfly	train	positive	butterfly	True
624672800	https://inaturalist-open-data.s3.amazonaws.com/photos/624672800/original.jpg	beetle	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624672800/original.jpg	beetle	train	negative	negative	False
624746186	https://inaturalist-open-data.s3.amazonaws.com/photos/624746186/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624746186/original.jpg	bee	train	negative	negative	False
624914635	https://inaturalist-open-data.s3.amazonaws.com/photos/624914635/original.jpg	flower	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624914635/original.jpg	flower	train	negative	negative	False
624336578	https://inaturalist-open-data.s3.amazonaws.com/photos/624336578/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624336578/original.jpg	bee	train	negative	negative	False
620029537	https://inaturalist-open-data.s3.amazonaws.com/photos/620029537/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620029537/original.jpg	butterfly	train	positive	butterfly	True
621905937	https://inaturalist-open-data.s3.amazonaws.com/photos/621905937/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621905937/original.jpg	butterfly	train	positive	butterfly	True
624369073	https://inaturalist-open-data.s3.amazonaws.com/photos/624369073/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/624369073/original.jpg	butterfly	train	positive	butterfly	True
622169298	https://inaturalist-open-data.s3.amazonaws.com/photos/622169298/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622169298/original.jpg	butterfly	train	positive	butterfly	True
622013928	https://inaturalist-open-data.s3.amazonaws.com/photos/622013928/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622013928/original.jpg	butterfly	train	positive	butterfly	True
624779732	https://inaturalist-open-data.s3.amazonaws.com/photos/624779732/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624779732/original.jpg	butterfly	train	positive	butterfly	True
624928675	https://inaturalist-open-data.s3.amazonaws.com/photos/624928675/original.jpg	bee	False	https://inaturalist-open-data.s3.amazonaws.com/photos/624928675/original.jpg	bee	train	negative	negative	False
534662025	https://inaturalist-open-data.s3.amazonaws.com/photos/534662025/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/534662025/original.jpg	shrub	train	negative	negative	False
622983890	https://inaturalist-open-data.s3.amazonaws.com/photos/622983890/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/622983890/original.jpg	butterfly	train	positive	butterfly	True
572519207	https://inaturalist-open-data.s3.amazonaws.com/photos/572519207/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/572519207/original.jpg	shrub	train	negative	negative	False
621621971	https://inaturalist-open-data.s3.amazonaws.com/photos/621621971/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/621621971/original.jpg	butterfly	train	positive	butterfly	True
622385188	https://inaturalist-open-data.s3.amazonaws.com/photos/622385188/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622385188/original.jpg	butterfly	train	positive	butterfly	True
535098782	https://inaturalist-open-data.s3.amazonaws.com/photos/535098782/original.jpg	shrub	False	https://inaturalist-open-data.s3.amazonaws.com/photos/535098782/original.jpg	shrub	train	negative	negative	False
622236087	https://inaturalist-open-data.s3.amazonaws.com/photos/622236087/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622236087/original.jpg	butterfly	train	positive	butterfly	True
620893236	https://inaturalist-open-data.s3.amazonaws.com/photos/620893236/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620893236/original.jpg	butterfly	train	positive	butterfly	True
620517039	https://inaturalist-open-data.s3.amazonaws.com/photos/620517039/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/620517039/original.jpg	butterfly	train	positive	butterfly	True
622241313	https://inaturalist-open-data.s3.amazonaws.com/photos/622241313/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622241313/original.jpg	butterfly	train	positive	butterfly	True
622798354	https://inaturalist-open-data.s3.amazonaws.com/photos/622798354/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/622798354/original.jpg	butterfly	train	positive	butterfly	True
623224358	https://inaturalist-open-data.s3.amazonaws.com/photos/623224358/original.jpg	butterfly	False	https://inaturalist-open-data.s3.amazonaws.com/photos/623224358/original.jpg	butterfly	train	positive	butterfly	True
620259624	https://inaturalist-open-data.s3.amazonaws.com/photos/620259624/original.jpg	butterfly	True	https://inaturalist-open-data.s3.amazonaws.com/photos/620259624/original.jpg	butterfly	train	positive	butterfly	True
